file_name,520 or 570?,Absence Of Migrating Cells Coming From Colony Out Of FOV At Time Of Migration,Acquisition Time by Timepoint,Age Of Cells At Imaging,Argolight pattern,Argolight Slide ID,Automated EMT prep or Manual EMT prep,Balling - Complete Colony Lifted,Bank Number,Beat Date,Binning,Cache Eviction Date,Camera Alignment Metric - Rotation,Camera Alignment Metric - Scale,Camera Alignment Metric - Shift X,Camera Alignment Metric - Shift Y,Camera exposure time (ms),Camera Speed,Cas9,Cas9 Batch,Celigo Scan Date,Celigo Scan Time,Cell Batch,Cell Line,Cell Line R And D,Channel 1,Channel 1 emission filter,Channel 1 exposure time (ms),Channel 2,Channel 2 emission filter,Channel 2 exposure time (ms),Channel 3,Channel 3 emission filter,Channel 3 exposure time (ms),Channel 4,Channel Type,channel-hcr405,channel-hcr488,channel-hcr561,channel-hcr638,Channels To Shift,"Chiron added manually or automatically ",Clone,Clone Copy#,CofA Image Type,Cold Store Candidate,Collection Date,Colony Size,Column,Confluency,Content Generation Algorithm,Cr Rna,Cr Rna Batch,Craters?,Crispr Number,dataset_id,Date,Day of Image,Days Since Differentiation,Demo Instrument,Deskew method,Diff Scientist,Diff State,Dimension,Dimensions Present,Donor Plasmid,Donor Plasmid Batch,Draft or Final Workup,EMT Condition,Endothelial Passage,Excessive cell death during EMT,Experiment Type,Fastq File,file_id,File ID Of Raw Or Aligned Linked Data,file_path,File Path (Local VAST),File Type,fishExperimentDate,fishType,fixDate,fixedCellAge,Flow regime descriptor,Fluorescent Protein,Fov,Fresh Or Frozen,Fused or not,Gene,Glass Morphology Score,Glass Or Plastic Plate,ibidi uChannel size,Image Processing,Image Size C,Image Size T,Image Size X,Image Size Y,Image Size Z,Imaged By,Imaging,Imaging Date,Imaging Session,Imaging Session Datetime,Imaging Time,Immersion Media,Included In Release,Input File,Instrument,Internal or External Handoff?,Is Aligned,Is Continuous,Is Dual Camera,Is Optical Control,Is Solution Applied,Is Split Scene,Kind,Lattice lightsheet beam type,Lifting?,"Lightsheet size ",Live Or Fixed,Microscope,Microscope modality,Microscopy Objective,mlflow run id,Month_Year of Release,Morphology Score,Multiposition,MXS Processing Failed,MXS Version Used,Notes,Number of phase in Lattice SIM,Number of Scenes,Objective,Objective lens media (microscope demo),Objective Mag,Objective NA,OneNote Link,Optical Control ID,Original Diff Or Replate,Parental Cell Line,Passage,Pipeline 8,Pipeline Collection,Pixel Size X,Pixel Size Y,Pixel Size Z,Plate Barcode,Plate Batch,Plate Geometry,Plate Layout,Plate Seeded On,Plate Status,Plate Type,population,Position Index,Presence of migration,Processing Applied,Processing Date,Produced By,Program,Protein,Protocol,Protocol Applied,Qc,QC 638nm Crop Bottom False Clip,QC 638nm Crop Top False Clip,QC Brightfield Z Stack Out of Order,QC Pass Intensity,Qualitative Confluency,Quality Control Status,Reference Channel,Release Component,Replate Duration,replateDate,Replicate,Round #,Row,Run,"Sample 1 (proteins, labels)",Sample 1 positions,Sample 1 settings,"Sample 2 (proteins, labels)",Sample 2 positions,Sample 2 settings,Sample Name,Scene Index,Seq_library_notes,Seq_library_type,Seq_sample_id,Seq_submission_date,Seq_submission_id,Sequencing_facility,Setting 1 exposure time (ms),Setting 1 illumination OD,Setting 1 illumination power %,Setting 1 light source,Setting 2 exposure time (ms),Setting 2 illumination OD,Setting 2 illumination power %,Setting 2 light source,"Setting 3 exposure time (ms) ",Setting 3 illumination OD,Setting 3 illumination power %,Setting 3 light source,Setting 4 exposure time (ms),Setting 4 illumination OD,Setting 4 illumination power %,Setting 4 light source,Shear Stress 1 end time,Shear Stress 1 measured (dyn/cm2),Shear Stress 1 start time,Shear Stress 1 target (dyn/cm2),Shear Stress 2 end time,Shear Stress 2 measured (dyn/cm2),Shear Stress 2 start time,Shear Stress 2 target (dyn/cm2),Shift Channel,Should Be in Local Cache,Single Colony Or Lumenoid At Time of Migration,file_size,Solution,Solution Lot,Solution Lot Batch Volume,Solution Lot Catalog,Solution Lot Date,Solution Lot Expiration Date,Solution Lot Host,Solution Lot Id,Solution Lot Stock Concentration,Solution Lot Stock Dilution Factor,Solution Lot Vendor,Solution Volume,Solution Working Concentration,Sorted for,Stage,Stage of blot,Structure,Tag Location,Template,thumbnail,Time interval,Time interval (min),Time points,Time Since CHIR,Timelapse,Timelapse Interval,Timepoints surrounding shear stress change,To Be Deleted,Total Cell Count,Total Time Duration,Tube formation assay?,Type,Undiff Morphology,Undiff Source Density,uploaded,Uploaded by,Vendor and instruments,Virus,Volume Stacking?,Well Group,Well Label,Workflow,x-scan step size (um),ZSTD compressed?
3500007213_20250321_20X_timelapse-01(P6-B5).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 10 ug/ml,,,EMT Perturbation,,d92640836ce0401893b504484932b751,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/751/32b/849/044/3b5/189/040/6ce/083/264/d9/3500007213_20250321_20X_timelapse-01(P6-B5).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,6.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,44864474941,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 10 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3155: 4826|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,10 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 10:53:55 GMT 2025,seanm,,,,Custom Data,B5,,,
3500007213_20250321_20X_timelapse-01(P59-F10).xml,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG HBSS 1X,,,EMT Perturbation,,00c6665f4b7346ef9456ff746c3505f7,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/5f7/350/46c/ff7/456/ef9/346/4b7/65f/c66/00/3500007213_20250321_20X_timelapse-01(P59-F10).xml,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,XML file,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,59.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,7949850,"Anti Collagen IV 660|1X HBSS, calcium, magnesium, no PR|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|3D MG EMT 1:60 MG HBSS 1X|CHIR99021|B27-/RPMI",151|2445009|3115927,,50-9871-82,,,,1105: 5885|296: 5816|3015: 4685|2455: 3194|1667: 3704|2235: 3703|3163: 4834|4: 3705,25 mM|60 1:X|1 1:X|600 1:X,1 : 5000|1 : 60|1 : 52,ThermoFisher|Cayman Chemical,,,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 09:16:00 GMT 2025,seanm,,,,Custom Data,F10,,,
3500007213_20250321_20X_timelapse-01(P59-F10).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG HBSS 1X,,,EMT Perturbation,,582fbe4664ae47e1a802e98873b3ba4e,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/a4e/b3b/873/e98/802/e1a/e47/64a/e46/2fb/58/3500007213_20250321_20X_timelapse-01(P59-F10).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,59.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,44898749048,"Anti Collagen IV 660|1X HBSS, calcium, magnesium, no PR|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|3D MG EMT 1:60 MG HBSS 1X|CHIR99021|B27-/RPMI",151|2445009|3115927,,50-9871-82,,,,1105: 5885|296: 5816|3015: 4685|2455: 3194|1667: 3704|2235: 3703|3163: 4834|4: 3705,25 mM|60 1:X|1 1:X|600 1:X,1 : 5000|1 : 60|1 : 52,ThermoFisher|Cayman Chemical,,,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 09:14:44 GMT 2025,seanm,,,,Custom Data,F10,,,
3500007213_20250321_20X_timelapse-01(P58-F9).xml,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,4da5e4447be6433e88945da3d9e46ec9,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/ec9/e46/3d9/5da/894/3e8/643/7be/444/a5e/4d/3500007213_20250321_20X_timelapse-01(P58-F9).xml,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,XML file,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,58.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,7949850,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 07:31:23 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P58-F9).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,ab7089b7086b443c8cf3258644ab825a,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/25a/ab8/644/258/cf3/3c8/b44/086/9b7/708/ab/3500007213_20250321_20X_timelapse-01(P58-F9).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,58.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,44784579884,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 07:30:22 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P57-F9).xml,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,35b3de71d1844e8193b75e71fd65e27a,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/27a/65e/1fd/5e7/3b7/819/44e/d18/e71/b3d/35/3500007213_20250321_20X_timelapse-01(P57-F9).xml,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,XML file,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,57.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,7949850,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 05:46:02 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P57-F9).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,2f4a01ceb770433aaf5b5268994a08d7,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/8d7/4a0/899/526/f5b/3aa/043/b77/1ce/4a0/2f/3500007213_20250321_20X_timelapse-01(P57-F9).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,57.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,44944357111,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 05:44:35 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P56-F9).xml,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,eb6df7c460734457b9cccd436ab4ba58,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/a58/b4b/36a/cd4/9cc/57b/344/607/7c4/6df/eb/3500007213_20250321_20X_timelapse-01(P56-F9).xml,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,XML file,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,56.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,7949850,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 03:51:55 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P56-F9).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml,,,EMT Perturbation,,71485bf9490741ce8fb43638c395d16f,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/16f/95d/8c3/363/fb4/ce8/741/490/bf9/485/71/3500007213_20250321_20X_timelapse-01(P56-F9).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,56.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,45017941539,Anti Collagen IV 660|3D MG EMT 1:60 MG Type 4 Collagenase 0.3 ug/ml|Collagenase type 4|Diluted Matrigel in mTeSR|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3151: 4822|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,0.3 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 03:50:19 GMT 2025,seanm,,,,Custom Data,F9,,,
3500007213_20250321_20X_timelapse-01(P55-F7).xml,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 1 ug/ml,,,EMT Perturbation,,a907ffe3702b4033874236979c193154,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/154/193/79c/369/742/338/b40/702/fe3/07f/a9/3500007213_20250321_20X_timelapse-01(P55-F7).xml,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,XML file,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,55.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,7949850,Anti Collagen IV 660|Collagenase type 4|Diluted Matrigel in mTeSR|3D MG EMT 1:60 MG Type 4 Collagenase 1 ug/ml|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3152: 4823|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,1 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 02:04:40 GMT 2025,seanm,,,,Custom Data,F7,,,
3500007213_20250321_20X_timelapse-01(P55-F7).ome.zarr,,,,,,,,,,,,,,,,,,,spCas9,2017_Batch2,,,,AICS-61,,,,,,,,,,,,,,,,,,,36,,,false,,,,,,HIST1H2BJ_crRNA-1,HIST1H2BJ_crRNA-1-B1,,,,,,,,,,DiffOnGlass,,,HIST1H2BJ-mEGFP,HIST1H2BJ-mEGFP,,3D MG EMT 1:60 MG Type 4 Collagenase 1 ug/ml,,,EMT Perturbation,,30f9a90db39f4ea1a6f6af215a03845b,,https://s3.us-west-2.amazonaws.com/production.files.allencell.org/45b/038/15a/af2/6f6/a1a/f4e/b39/90d/f9a/30/3500007213_20250321_20X_timelapse-01(P55-F7).ome.zarr,,,,,,,,mEGFP,,,,HIST1H2BJ,,,,,,,,,,,,,,,,,,d96af15d8d584a30a391688f17dcdea9,ZSD-1,,false,,true,,,true,OME ZARR image,,,,,,,,,,,,,,,,,20x/0.80,,,,,,,,30.0,,,,,,3500007213,60_20250317_HP3Seed,96 Well Plate - CellVis,,Mon Mar 17 07:00:00 GMT 2025,Disposed,RnD - Imaging,,55.0,,,,,EMT,histone H2B type 1-J,Single Gene HDR Edit,,false,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,45202030270,Anti Collagen IV 660|Collagenase type 4|Diluted Matrigel in mTeSR|3D MG EMT 1:60 MG Type 4 Collagenase 1 ug/ml|Diluted Matrigel|Diluted Matrigel Lot 3115927 + DMEM/F12|CHIR99021|B27-/RPMI,151|2445009|3115927,,50-9871-82|LS004186,,,,2936: 4610|1105: 5885|3152: 4823|296: 5816|2455: 3194|1667: 3704|2235: 3703|4: 3705,60 1:X|2 mg/mL|25 mM|600 1:X,1 : 5000|1 : 60|1 : 52,Worthington|ThermoFisher|Cayman Chemical,,1 ug/mL,,"Clones, final bank",,heterochromatin,C-terminus,,,,,,,true,1800000,,,,,,other,,,Thu Aug 14 02:03:40 GMT 2025,seanm,,,,Custom Data,F7,,,
